RawBandName,NodeId,BandName,FileName
The Rolling Stones,368,The_Rolling_Stones,./Bands/The_Rolling_Stones.txt
Linda Ronstadt,369,Linda_Ronstadt,./Bands/Linda_Ronstadt.txt
Roxy Music,370,Roxy_Music,./Bands/Roxy_Music.txt
Royal Blood (band)|Royal Blood,371,Royal_Blood_(band),./Bands/Royal_Blood_(band).txt
Run-DMC,372,Run-DMC,./Bands/Run-DMC.txt
Rush (band)|Rush,373,Rush_(band),./Bands/Rush_(band).txt
Mitch Ryder,374,Mitch_Ryder,./Bands/Mitch_Ryder.txt
Saliva (band)|Saliva,375,Saliva_(band),./Bands/Saliva_(band).txt
Sam Fender,376,Sam_Fender,./Bands/Sam_Fender.txt
Santana (band)|Santana,377,Santana_(band),./Bands/Santana_(band).txt
Joe Satriani,378,Joe_Satriani,./Bands/Joe_Satriani.txt
Saving Abel,379,Saving_Abel,./Bands/Saving_Abel.txt
Scorpions (band)|Scorpions,380,Scorpions_(band),./Bands/Scorpions_(band).txt
The Script,381,The_Script,./Bands/The_Script.txt
Seether,382,Seether,./Bands/Seether.txt
Bob Seger|Bob Seger & the Silver Bullet Band,383,Bob_Seger,./Bands/Bob_Seger.txt
Sepultura,384,Sepultura,./Bands/Sepultura.txt
Sex Pistols,385,Sex_Pistols,./Bands/Sex_Pistols.txt
Shakin' Stevens,386,Shakin'_Stevens,./Bands/Shakin'_Stevens.txt
Shinedown,387,Shinedown,./Bands/Shinedown.txt
Silverchair,388,Silverchair,./Bands/Silverchair.txt
Simon & Garfunkel,389,Simon_&_Garfunkel,./Bands/Simon_&_Garfunkel.txt
Simple Minds,390,Simple_Minds,./Bands/Simple_Minds.txt
Simple Plan,391,Simple_Plan,./Bands/Simple_Plan.txt
Skid Row (American band)|Skid Row,392,Skid_Row_(American_band),./Bands/Skid_Row_(American_band).txt
Skillet (band)|Skillet,393,Skillet_(band),./Bands/Skillet_(band).txt
Slade,394,Slade,./Bands/Slade.txt
Slayer,395,Slayer,./Bands/Slayer.txt
Slipknot (band)|Slipknot,396,Slipknot_(band),./Bands/Slipknot_(band).txt
Sly and the Family Stone,397,Sly_and_the_Family_Stone,./Bands/Sly_and_the_Family_Stone.txt
Small Faces,398,Small_Faces,./Bands/Small_Faces.txt
Smash Mouth,399,Smash_Mouth,./Bands/Smash_Mouth.txt
The Smashing Pumpkins,400,The_Smashing_Pumpkins,./Bands/The_Smashing_Pumpkins.txt
The Smiths,401,The_Smiths,./Bands/The_Smiths.txt
Smokie (band)|Smokie,402,Smokie_(band),./Bands/Smokie_(band).txt
Snow Patrol,403,Snow_Patrol,./Bands/Snow_Patrol.txt
Social Distortion,404,Social_Distortion,./Bands/Social_Distortion.txt
Sonic Youth,405,Sonic_Youth,./Bands/Sonic_Youth.txt
Soundgarden,406,Soundgarden,./Bands/Soundgarden.txt
Bruce Springsteen,407,Bruce_Springsteen,./Bands/Bruce_Springsteen.txt
Billy Squier,408,Billy_Squier,./Bands/Billy_Squier.txt
Staind,409,Staind,./Bands/Staind.txt
Ringo Starr,410,Ringo_Starr,./Bands/Ringo_Starr.txt
Starset,411,Starset,./Bands/Starset.txt
Starship (band)|Starship,412,Starship_(band),./Bands/Starship_(band).txt
Status Quo (band)|Status Quo,413,Status_Quo_(band),./Bands/Status_Quo_(band).txt
Steely Dan,414,Steely_Dan,./Bands/Steely_Dan.txt
Steppenwolf (band)|Steppenwolf,415,Steppenwolf_(band),./Bands/Steppenwolf_(band).txt
Steve Miller Band,416,Steve_Miller_Band,./Bands/Steve_Miller_Band.txt
Rod Stewart,417,Rod_Stewart,./Bands/Rod_Stewart.txt
Sting (musician)|Sting,418,Sting_(musician),./Bands/Sting_(musician).txt
The Stone Roses,419,The_Stone_Roses,./Bands/The_Stone_Roses.txt
Stone Sour,420,Stone_Sour,./Bands/Stone_Sour.txt
Stone Temple Pilots,421,Stone_Temple_Pilots,./Bands/Stone_Temple_Pilots.txt
The Strokes,422,The_Strokes,./Bands/The_Strokes.txt
Styx (band)|Styx,423,Styx_(band),./Bands/Styx_(band).txt
Sublime (band)|Sublime,424,Sublime_(band),./Bands/Sublime_(band).txt
Sublime with Rome,425,Sublime_with_Rome,./Bands/Sublime_with_Rome.txt
Sum 41,426,Sum_41,./Bands/Sum_41.txt
Supertramp,427,Supertramp,./Bands/Supertramp.txt
Survivor (band)|Survivor,428,Survivor_(band),./Bands/Survivor_(band).txt
The Sweet|Sweet,429,The_Sweet,./Bands/The_Sweet.txt
System of a Down,430,System_of_a_Down,./Bands/System_of_a_Down.txt
T. Rex (band)|T. Rex,431,T._Rex_(band),./Bands/T._Rex_(band).txt
Talking Heads,432,Talking_Heads,./Bands/Talking_Heads.txt
James Taylor,433,James_Taylor,./Bands/James_Taylor.txt
Ten Years After,434,Ten_Years_After,./Bands/Ten_Years_After.txt
Tenacious D,435,Tenacious_D,./Bands/Tenacious_D.txt
Tesla (band)|Tesla,436,Tesla_(band),./Bands/Tesla_(band).txt
Theory of a Deadman,437,Theory_of_a_Deadman,./Bands/Theory_of_a_Deadman.txt
Thin Lizzy,438,Thin_Lizzy,./Bands/Thin_Lizzy.txt
Third Eye Blind,439,Third_Eye_Blind,./Bands/Third_Eye_Blind.txt
Thirty Seconds to Mars,440,Thirty_Seconds_to_Mars,./Bands/Thirty_Seconds_to_Mars.txt
George Thorogood|George Thorogood and the Destroyers,441,George_Thorogood,./Bands/George_Thorogood.txt
Thousand Foot Krutch,442,Thousand_Foot_Krutch,./Bands/Thousand_Foot_Krutch.txt
Three Days Grace,443,Three_Days_Grace,./Bands/Three_Days_Grace.txt
Three Dog Night,444,Three_Dog_Night,./Bands/Three_Dog_Night.txt
Tool (band)|Tool,445,Tool_(band),./Bands/Tool_(band).txt
Toto (band)|Toto,446,Toto_(band),./Bands/Toto_(band).txt
Traffic (band)|Traffic,447,Traffic_(band),./Bands/Traffic_(band).txt
The Tragically Hip,448,The_Tragically_Hip,./Bands/The_Tragically_Hip.txt
Train (band)|Train,449,Train_(band),./Bands/Train_(band).txt
Traveling Wilburys|The Traveling Wilburys,450,Traveling_Wilburys,./Bands/Traveling_Wilburys.txt
Travis (band)|Travis,451,Travis_(band),./Bands/Travis_(band).txt
Trivium (band)|Trivium,452,Trivium_(band),./Bands/Trivium_(band).txt
Twenty One Pilots,453,Twenty_One_Pilots,./Bands/Twenty_One_Pilots.txt
Twisted Sister,454,Twisted_Sister,./Bands/Twisted_Sister.txt
U2,455,U2,./Bands/U2.txt
UB40,456,UB40,./Bands/UB40.txt
Uriah Heep (band)|Uriah Heep,457,Uriah_Heep_(band),./Bands/Uriah_Heep_(band).txt
The Used,458,The_Used,./Bands/The_Used.txt
Steve Vai,459,Steve_Vai,./Bands/Steve_Vai.txt
Ritchie Valens,460,Ritchie_Valens,./Bands/Ritchie_Valens.txt
Vampire Weekend,461,Vampire_Weekend,./Bands/Vampire_Weekend.txt
Van Halen,462,Van_Halen,./Bands/Van_Halen.txt
Van Zant (band),463,Van_Zant_(band),./Bands/Van_Zant_(band).txt
Stevie Ray Vaughan|Stevie Ray Vaughan and Double Trouble,464,Stevie_Ray_Vaughan,./Bands/Stevie_Ray_Vaughan.txt
Velvet Revolver,465,Velvet_Revolver,./Bands/Velvet_Revolver.txt
The Velvet Underground,466,The_Velvet_Underground,./Bands/The_Velvet_Underground.txt
The Verve,467,The_Verve,./Bands/The_Verve.txt
Gene Vincent,468,Gene_Vincent,./Bands/Gene_Vincent.txt
Volbeat,469,Volbeat,./Bands/Volbeat.txt
Joe Walsh,470,Joe_Walsh,./Bands/Joe_Walsh.txt
Warrant (American band)|Warrant,471,Warrant_(American_band),./Bands/Warrant_(American_band).txt
W.A.S.P. (band),472,W.A.S.P._(band),./Bands/W.A.S.P._(band).txt
Weezer,473,Weezer,./Bands/Weezer.txt
Jack White,474,Jack_White,./Bands/Jack_White.txt
The White Stripes,475,The_White_Stripes,./Bands/The_White_Stripes.txt
White Zombie (band)|White Zombie,476,White_Zombie_(band),./Bands/White_Zombie_(band).txt
Whitesnake,477,Whitesnake,./Bands/Whitesnake.txt
The Who,478,The_Who,./Bands/The_Who.txt
Paul McCartney and Wings|Wings,479,Paul_McCartney_and_Wings,./Bands/Paul_McCartney_and_Wings.txt
Steve Winwood,480,Steve_Winwood,./Bands/Steve_Winwood.txt
X (American band),481,X_(American_band),./Bands/X_(American_band).txt
X Ambassadors,482,X_Ambassadors,./Bands/X_Ambassadors.txt
The Yardbirds,483,The_Yardbirds,./Bands/The_Yardbirds.txt
Yes (band)|Yes,484,Yes_(band),./Bands/Yes_(band).txt
Neil Young,485,Neil_Young,./Bands/Neil_Young.txt
Frank Zappa,486,Frank_Zappa,./Bands/Frank_Zappa.txt
Rob Zombie,487,Rob_Zombie,./Bands/Rob_Zombie.txt
The Zombies,488,The_Zombies,./Bands/The_Zombies.txt
ZZ Top,489,ZZ_Top,./Bands/ZZ_Top.txt
